code	plaintext	status
"792^"""	dagen	R1038 transcription
792^CircleWithHorizontalBar	la	R1038 transcription
792^^	hem	R1038 transcription
792^_	<IL>	R1038 transcription
792^o	veuille	R1038 transcription
793	<IL>	R1038 transcription
"793^"""	dat	R1038 transcription
793^CircleWithHorizontalBar	r	R1038 transcription
793^^	mot?	R1038 transcription
793^_	<IL>	R1038 transcription
793^o	vi	R1038 transcription
794	gern	R1038 transcription
"794^"""	dat hÿ	R1038 transcription
794^CircleWithHorizontalBar	w	R1038 transcription
794^^	rr	R1038 transcription
794^_	<IL>	R1038 transcription
794^o	vier quatre	R1038 transcription
795	<IL>	R1038 transcription
"795^"""	dat Zoude	R1038 transcription
795^CircleWithHorizontalBar	het Hof van Petersburg	R1038 transcription
795^^	uu	R1038 transcription
795^_	<IL>	R1038 transcription
795^o	vÿand	R1038 transcription
796	<IL>	R1038 transcription
"796^"""	in dito?	R1038 transcription
796^CircleWithHorizontalBar	dit Ministerie	R1038 transcription
796^^	restita	R1038 transcription
796^_	<IL>	R1038 transcription
796^o	<IL>	R1038 transcription
797	<IL>	R1038 transcription
"797^"""	de	R1038 transcription
797^CircleWithHorizontalBar	het Ministerie alhier?	R1038 transcription
797^^	result	R1038 transcription
797^_	<IL>	R1038 transcription
797^o	village	R1038 transcription
798	<IL>	R1038 transcription
"798^"""	December	R1038 transcription
798^CircleWithHorizontalBar	het Ricts Collegie	R1038 transcription
798^^	<IL>	R1038 transcription
798^_	<IL>	R1038 transcription
798^o	visit	R1038 transcription
799	<IL>	R1038 transcription
"799^"""	declantie	R1038 transcription
799^CircleWithHorizontalBar	het Commereis? Collegie	R1038 transcription
799^^	returnuren?	R1038 transcription
799^_	<IL>	R1038 transcription
799^o	vlag	R1038 transcription
800	<IL>	R1038 transcription
"800^"""	deconcert	R1038 transcription
800^CircleWithHorizontalBar	groot Cancelier	R1038 transcription
800^^	reven	R1038 transcription
800^_	<IL>	R1038 transcription
800^o	vleid	R1038 transcription
801	<EMPTY>	R1038 transcription
"801^"""	dut	R1038 transcription
801^CircleWithHorizontalBar	de K? Groot Cancelier	R1038 transcription
801^^	<IL>	R1038 transcription
801^_	<IL>	R1038 transcription
801^o	vloot	R1038 transcription
802	<IL>	R1038 transcription
"802^"""	defen	R1038 transcription
802^CircleWithHorizontalBar	de K? Vice Cancelier	R1038 transcription
802^^	ri	R1038 transcription
802^_	a	R1038 transcription
802^o	voel	R1038 transcription
803	gi	R1038 transcription
"803^"""	deja?	R1038 transcription
803^CircleWithHorizontalBar	de Graaf van Bastuchen?	R1038 transcription
803^^	risqa?	R1038 transcription
803^_	die	R1038 transcription
803^o	voi	R1038 transcription
804	<IL>	R1038 transcription
"804^"""	deliberum?	R1038 transcription
804^CircleWithHorizontalBar	de Senaat	R1038 transcription
804^^	<IL>	R1038 transcription
804^_	f	R1038 transcription
804^o	voit	R1038 transcription
805	<IL>	R1038 transcription
"805^"""	demarche	R1038 transcription
805^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
805^^	le Roi de	R1038 transcription
805^_	it	R1038 transcription
805^o	volgens	R1038 transcription
806	<IL>	R1038 transcription
"806^"""	denk	R1038 transcription
806^CircleWithHorizontalBar	de Keizer Yvan	R1038 transcription
806^^	<IL>	R1038 transcription
806^_	om	R1038 transcription
806^o	volstrekt	R1038 transcription
807	<IL>	R1038 transcription
"807^"""	<IL>	R1038 transcription
807^CircleWithHorizontalBar	<IL>	R1038 transcription
807^^	<IL>	R1038 transcription
807^_	van	R1038 transcription
807^o	voor	R1038 transcription
808	graf	R1038 transcription
"808^"""	der	R1038 transcription
808^^	<IL>	R1038 transcription
808^_	aa	R1038 transcription
808^o	vooral	R1038 transcription
809	<IL>	R1038 transcription
"809^"""	<IL>	R1038 transcription
809^CircleWithHorizontalBar	de Russische Troupes	R1038 transcription
809^^	S	R1038 transcription
809^_	dit	R1038 transcription
809^o	voor dien	R1038 transcription
810	Groot	contextual inference
"810^"""	dessein	R1038 transcription
810^CircleWithHorizontalBar	de Russise ?	R1038 transcription
810^^	sai	R1038 transcription
810^_	g	R1038 transcription
810^o	voorgeven?	R1038 transcription
811	<IL>	R1038 transcription
"811^"""	<IL>	R1038 transcription
811^CircleWithHorizontalBar	de Russise Infanterie?	R1038 transcription
811^^	Sa Majeste D	R1038 transcription
811^_	k	R1038 transcription
811^o	voorleede	R1038 transcription
812	ha	R1038 transcription
"812^"""	deveir/devcir?	R1038 transcription
812^CircleWithHorizontalBar	<IL>	R1038 transcription
812^^	Sa Maj: Imperiale D	R1038 transcription
812^_	on	R1038 transcription
812^o	voornocond?	R1038 transcription
813	<IL>	R1038 transcription
"813^"""	<IL>	R1038 transcription
813^CircleWithHorizontalBar	de Hettman	R1038 transcription
813^^	<IL>	R1038 transcription
813^_	van	R1038 transcription
813^o	voort	R1038 transcription
814	<IL>	R1038 transcription
"814^"""	deze	R1038 transcription
814^CircleWithHorizontalBar	de General	R1038 transcription
814^^	<IL>	R1038 transcription
814^_	voorgemelde	R1038 transcription
814^o	voortzetten	R1038 transcription
815	de	R1038 transcription
"815^"""	dezolve	R1038 transcription
815^CircleWithHorizontalBar	het Regiment	R1038 transcription
815^^	<IL>	R1038 transcription
815^_	Memoria F	R1038 transcription
815^o	voorziker?	R1038 transcription
816	eerem?	R1038 transcription
"816^"""	die	R1038 transcription
816^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
816^^	<IL>	R1038 transcription
816^_	men	R1038 transcription
816^o	voorzorg	R1038 transcription
817	il	R1038 transcription
"817^"""	<IL>	R1038 transcription
817^CircleWithHorizontalBar	Orloff	R1038 transcription
817^^	schande	R1038 transcription
817^_	menagement	R1038 transcription
817^o	<IL>	R1038 transcription
818	ni	R1038 transcription
"818^"""	different	R1038 transcription
818^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
818^^	schid?	R1038 transcription
818^_	mention D	R1038 transcription
818^o	<IL>	R1038 transcription
819	ss	R1038 transcription
"819^"""	dig	R1038 transcription
819^CircleWithHorizontalBar	het Paleis	R1038 transcription
819^^	<IL>	R1038 transcription
819^_	<IL>	R1038 transcription
819^o	votre	R1038 transcription
820	zol/zal?	R1038 transcription
"820^"""	die	R1038 transcription
820^CircleWithHorizontalBar	Catharina hof	R1038 transcription
820^^	<IL>	R1038 transcription
820^_	mer	R1038 transcription
820^o	votre Excell' D	R1038 transcription
821	de	R1038 transcription
"821^"""	dirigum?	R1038 transcription
821^CircleWithHorizontalBar	Haven	R1038 transcription
821^^	<IL>	R1038 transcription
821^_	met	R1038 transcription
821^o	vous	R1038 transcription
822	en	R1038 transcription
"822^"""	dispos	R1038 transcription
822^CircleWithHorizontalBar	Archangel	R1038 transcription
822^^	se	R1038 transcription
822^_	met mÿ	R1038 transcription
822^o	vraagen	R1038 transcription
823	in	R1038 transcription
"823^"""	distin?	R1038 transcription
823^CircleWithHorizontalBar	Sleutelbrug	R1038 transcription
823^^	<IL>	R1038 transcription
823^_	mÿ	R1038 transcription
823^o	<IL>	R1038 transcription
824	o	R1038 transcription
"824^"""	dit	R1038 transcription
824^CircleWithHorizontalBar	<IL>	R1038 transcription
824^^	secretarie	R1038 transcription
824^_	mÿn	R1038 transcription
824^o	<IL>	R1038 transcription
825	l	R1038 transcription
"825^"""	<IL>	R1038 transcription
825^CircleWithHorizontalBar	de Witte Zee	R1038 transcription
825^^	<IL>	R1038 transcription
825^_	mÿsterie	R1038 transcription
825^o	vreugde	R1038 transcription
826	zÿn	R1038 transcription
"826^"""	<IL>	R1038 transcription
826^CircleWithHorizontalBar	Tartarÿen	R1038 transcription
826^^	<IL>	R1038 transcription
826^_	Minister F	R1038 transcription
826^o	vrÿ	R1038 transcription
827	fortificatio	R1038 transcription
"827^"""	<IL>	R1038 transcription
827^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
827^^	sentir	R1038 transcription
827^_	dit Ministerie F	R1038 transcription
827^o	vro	R1038 transcription
828	<IL>	R1038 transcription
"828^"""	<IL>	R1038 transcription
828^CircleWithHorizontalBar	het Herlong dem? Courland	R1038 transcription
828^^	sera	R1038 transcription
828^_	misbruck	R1038 transcription
828^o	vu	R1038 transcription
829	fir	R1038 transcription
"829^"""	<IL>	R1038 transcription
829^CircleWithHorizontalBar	<IL>	R1038 transcription
829^^	seron?	R1038 transcription
829^_	<IL>	R1038 transcription
829^o	ul	R1038 transcription
830	<IL>	R1038 transcription
"830^"""	denc?	R1038 transcription
830^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
830^^	<IL>	R1038 transcription
830^_	<IL>	R1038 transcription
830^o	<EMPTY>	R1038 transcription
831	fond	R1038 transcription
"831^"""	<IL>	R1038 transcription
831^CircleWithHorizontalBar	<IL>	R1038 transcription
831^^	<IL>	R1038 transcription
831^_	meet	R1038 transcription
831^o	<IL>	R1038 transcription
832	forma	R1038 transcription
"832^"""	<IL>	R1038 transcription
832^CircleWithHorizontalBar	<IL>	R1038 transcription
832^^	<IL>	R1038 transcription
832^_	<IL>	R1038 transcription
832^o	<IL>	R1038 transcription
833	fortifi	R1038 transcription
"833^"""	<IL>	R1038 transcription
833^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
833^^	[ge]sloten	contextual inference
833^_	<EMMPTY>	R1038 transcription
833^o	<IL>	R1038 transcription
834	fransek	R1038 transcription
"834^"""	<IL>	R1038 transcription
834^CircleWithHorizontalBar	<IL>	R1038 transcription
834^^	<IL>	R1038 transcription
834^_	moin	R1038 transcription
834^o	<IL>	R1038 transcription
835	fregat	R1038 transcription
"835^"""	dre	R1038 transcription
835^CircleWithHorizontalBar	<IL>	R1038 transcription
835^^	<IL>	R1038 transcription
835^_	mon	R1038 transcription
835^o	<IL>	R1038 transcription
836	froideur	R1038 transcription
"836^"""	<EMPTY>	R1038 transcription
836^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
836^^	<IL>	R1038 transcription
836^_	Monsieur D	R1038 transcription
836^o	<IL>	R1038 transcription
837	functie	R1038 transcription
"837^"""	<IL>	R1038 transcription
837^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
837^^	<IL>	R1038 transcription
837^_	Monsieur de	R1038 transcription
837^o	<IL>	R1038 transcription
838	ga	R1038 transcription
"838^"""	<IL>	R1038 transcription
838^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
838^^	-  - Sin Excellence D	R1038 transcription
838^_	mortificaren?	R1038 transcription
838^o	<IL>	R1038 transcription
839	gage	R1038 transcription
"839^"""	<IL>	R1038 transcription
839^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
839^^	<EMPTY>	R1038 transcription
839^_	<IL>	R1038 transcription
839^o	<IL>	R1038 transcription
840	garant	R1038 transcription
"840^"""	<IL>	R1038 transcription
840^CircleWithHorizontalBar	1760	R1038 transcription
840^^	<IL>	R1038 transcription
840^_	na	R1038 transcription
840^o	un	R1038 transcription
841	ge	R1038 transcription
"841^"""	<IL>	R1038 transcription
841^CircleWithHorizontalBar	1765	R1038 transcription
841^^	<IL>	R1038 transcription
841^_	naar?	R1038 transcription
841^o	une	R1038 transcription
842	ge	R1038 transcription
"842^"""	<IL>	R1038 transcription
842^CircleWithHorizontalBar	1770	R1038 transcription
842^^	<IL>	R1038 transcription
842^_	<IL>	R1038 transcription
842^o	unique	R1038 transcription
843	ge	R1038 transcription
"843^"""	<EMPTY>	R1038 transcription
843^CircleWithHorizontalBar	1775	R1038 transcription
843^^	<IL>	R1038 transcription
843^_	naat	R1038 transcription
843^o	usage	R1038 transcription
844	getrek	R1038 transcription
"844^"""	<IL>	R1038 transcription
844^CircleWithHorizontalBar	January	R1038 transcription
844^^	specificatie	R1038 transcription
844^_	nation	R1038 transcription
844^o	<IL>	R1038 transcription
845	gedackt	R1038 transcription
"845^"""	<IL>	R1038 transcription
845^CircleWithHorizontalBar	Junÿ	R1038 transcription
845^^	<IL>	R1038 transcription
845^_	navigatie	R1038 transcription
845^o	<IL>	R1038 transcription
846	<IL>	R1038 transcription
"846^"""	<IL>	R1038 transcription
846^CircleWithHorizontalBar	November	R1038 transcription
846^^	<IL>	R1038 transcription
846^_	ne	R1038 transcription
846^o	de	R1038 transcription
847	<IL>	R1038 transcription
"847^"""	<IL>	R1038 transcription
847^CircleWithHorizontalBar	Zomer	R1038 transcription
847^^	ste	R1038 transcription
847^_	neen	R1038 transcription
847^o	en	R1038 transcription
848	geen	R1038 transcription
"848^"""	<IL>	R1038 transcription
848^CircleWithHorizontalBar	voorleed Week	R1038 transcription
848^^	de Staat	R1038 transcription
848^_	negen	R1038 transcription
848^o	in	R1038 transcription
849	<IL>	R1038 transcription
"849^"""	<IL>	R1038 transcription
849^CircleWithHorizontalBar	aanstaande Post dag	R1038 transcription
849^^	<IL>	R1038 transcription
849^_	<IL>	R1038 transcription
849^o	n	R1038 transcription
850	<IL>	R1038 transcription
"850^"""	c	R1038 transcription
850^CircleWithHorizontalBar	dingstag	R1038 transcription
850^^	ste?	R1038 transcription
850^_	<IL>	R1038 transcription
850^o	s	R1038 transcription
851	<IL>	R1038 transcription
"851^"""	e	R1038 transcription
851^CircleWithHorizontalBar	Zondag	R1038 transcription
851^^	steld	R1038 transcription
851^_	nergons	R1038 transcription
851^o	zoud?	R1038 transcription
852	<IL>	R1038 transcription
"852^"""	het	R1038 transcription
852^CircleWithHorizontalBar	dui zend	R1038 transcription
852^^	<IL>	R1038 transcription
852^_	neutraalitus	R1038 transcription
852^o	den	R1038 transcription
853	<IL>	R1038 transcription
"853^"""	mÿ	R1038 transcription
853^CircleWithHorizontalBar	Reebells	R1038 transcription
853^^	<IL>	R1038 transcription
853^_	nict?	R1038 transcription
853^o	en	R1038 transcription
854	geld	R1038 transcription
"854^"""	S	R1038 transcription
854^CircleWithHorizontalBar	daar	R1038 transcription
854^^	<IL>	R1038 transcription
854^_	<IL>	R1038 transcription
854^o	is	R1038 transcription
855	geli	R1038 transcription
"855^"""	wÿ	R1038 transcription
855^CircleWithHorizontalBar	ee	R1038 transcription
855^^	<IL>	R1038 transcription
855^_	<IL>	R1038 transcription
855^o	n	R1038 transcription
856	geluk	R1038 transcription
"856^"""	d	R1038 transcription
856^CircleWithHorizontalBar	h	R1038 transcription
856^^	<IL>	R1038 transcription
856^_	no	R1038 transcription
856^o	s	R1038 transcription
857	<IL>	R1038 transcription
"857^"""	e	R1038 transcription
857^CircleWithHorizontalBar	le	R1038 transcription
857^^	<IL>	R1038 transcription
857^_	nog	R1038 transcription
857^o	zÿn	R1038 transcription
858	<IL>	R1038 transcription
"858^"""	hÿ	R1038 transcription
858^CircleWithHorizontalBar	ra	R1038 transcription
858^^	<IL>	R1038 transcription
858^_	nom	R1038 transcription
858^o	vermogen	R1038 transcription
859	<IL>	R1038 transcription
"859^"""	n	R1038 transcription
859^CircleWithHorizontalBar	ÿ	R1038 transcription
859^^	<IL>	R1038 transcription
859^_	<IL>	R1038 transcription
859^o	vernutig	R1038 transcription
860	<IL>	R1038 transcription
"860^"""	ss	R1038 transcription
860^CircleWithHorizontalBar	dat	R1038 transcription
860^^	be	R1038 transcription
860^_	nota	R1038 transcription
860^o	verpligt	R1038 transcription
861	<IL>	R1038 transcription
"861^"""	x	R1038 transcription
861^CircleWithHorizontalBar	een	R1038 transcription
861^^	e	R1038 transcription
861^_	notre	R1038 transcription
861^o	verrover?	R1038 transcription
862	<IL>	R1038 transcription
"862^"""	da	R1038 transcription
862^CircleWithHorizontalBar	had	R1038 transcription
862^^	hek?	R1038 transcription
862^_	nons	R1038 transcription
862^o	verslag	R1038 transcription
863	<IL>	R1038 transcription
"863^"""	daan	R1038 transcription
863^CircleWithHorizontalBar	m	R1038 transcription
863^^	moÿ	R1038 transcription
863^_	nu	R1038 transcription
863^o	vertabling	R1038 transcription
864	<IL>	R1038 transcription
"864^"""	daar lÿ	R1038 transcription
864^CircleWithHorizontalBar	re	R1038 transcription
864^^	s	R1038 transcription
864^_	nullig	R1038 transcription
864^o	vertrek	R1038 transcription
865	<IL>	R1038 transcription
"865^"""	daarom	R1038 transcription
865^CircleWithHorizontalBar	z	R1038 transcription
865^^	w	R1038 transcription
865^_	object	R1038 transcription
865^o	vervel?	R1038 transcription
866	<IL>	R1038 transcription
"866^"""	daar voor	R1038 transcription
866^CircleWithHorizontalBar	het Hof alhier	R1038 transcription
866^^	c	R1038 transcription
866^_	<IL>	R1038 transcription
866^o	verzend	R1038 transcription
867	<IL>	R1038 transcription
"867^"""	daar Zÿn	R1038 transcription
867^CircleWithHorizontalBar	het Ministerie	R1038 transcription
867^^	e	R1038 transcription
867^_	obtein	R1038 transcription
867^o	verzuim	R1038 transcription
868	<IL>	R1038 transcription
"868^"""	dagen	R1038 transcription
868^CircleWithHorizontalBar	het Ministerie alhier?	R1038 transcription
868^^	hÿ	R1038 transcription
868^_	<IL>	R1038 transcription
868^o	veulent	R1038 transcription
869	getal	R1038 transcription
"869^"""	dat	R1038 transcription
869^CircleWithHorizontalBar	de Staats Raad	R1038 transcription
869^^	n	R1038 transcription
869^_	<IL>	R1038 transcription
869^o	vice	R1038 transcription
870	<IL>	R1038 transcription
"870^"""	dat ik?	R1038 transcription
870^CircleWithHorizontalBar	<IL>	R1038 transcription
870^^	s	R1038 transcription
870^_	<IL>	R1038 transcription
870^o	vienn	R1038 transcription
871	<IL>	R1038 transcription
"871^"""	dat Zÿn	R1038 transcription
871^CircleWithHorizontalBar	Vice Cancelier	R1038 transcription
871^^	wÿ	R1038 transcription
871^_	<IL>	R1038 transcription
871^o	vÿand	R1038 transcription
872	<IL>	R1038 transcription
"872^"""	de	R1038 transcription
872^CircleWithHorizontalBar	de K? Groot Cancelier	R1038 transcription
872^^	<IL>	R1038 transcription
872^_	<IL>	R1038 transcription
872^o	vin?	R1038 transcription
873	<IL>	R1038 transcription
"873^"""	de	R1038 transcription
873^CircleWithHorizontalBar	de ? groot Cancelier Graaf van Woronzow	R1038 transcription
873^^	resultaat	R1038 transcription
873^_	ol	R1038 transcription
873^o	ville	R1038 transcription
874	<IL>	R1038 transcription
"874^"""	decid	R1038 transcription
874^CircleWithHorizontalBar	de K? Vice Cancelier	R1038 transcription
874^^	retardement	R1038 transcription
874^_	<IL>	R1038 transcription
874^o	visite	R1038 transcription
875	<IL>	R1038 transcription
"875^"""	<IL>	R1038 transcription
875^CircleWithHorizontalBar	de Graaf van Bastuchen?	R1038 transcription
875^^	<IL>	R1038 transcription
875^_	<IL>	R1038 transcription
875^o	vlag	R1038 transcription
876	<IL>	R1038 transcription
"876^"""	<IL>	R1038 transcription
876^CircleWithHorizontalBar	de Heer Panin	R1038 transcription
876^^	<IL>	R1038 transcription
876^_	<IL>	R1038 transcription
876^o	vleÿm	R1038 transcription
877	<EMPTY>	R1038 transcription
"877^"""	<IL>	R1038 transcription
877^CircleWithHorizontalBar	Panin	R1038 transcription
877^^	revolutie	R1038 transcription
877^_	<IL>	R1038 transcription
877^o	vlugt	R1038 transcription
878	<IL>	R1038 transcription
"878^"""	<IL>	R1038 transcription
878^CircleWithHorizontalBar	de geheime Raad	R1038 transcription
878^^	<IL>	R1038 transcription
878^_	aan	R1038 transcription
878^o	voelen	R1038 transcription
879	gift	R1038 transcription
"879^"""	dehers	R1038 transcription
879^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
879^^	<IL>	R1038 transcription
879^_	du	R1038 transcription
879^o	voient	R1038 transcription
880	<IL>	R1038 transcription
"880^"""	<IL>	R1038 transcription
880^CircleWithHorizontalBar	de Hertog Anthoni van ? Cador? van den ? Kaizer Yvan	R1038 transcription
880^^	<IL>	R1038 transcription
880^_	ge	R1038 transcription
880^o	vol	R1038 transcription
881	nje	contextual inference
"881^"""	den	R1038 transcription
881^^	le Roi de	R1038 transcription
881^_	l	R1038 transcription
881^o	volgens	R1038 transcription
882	<IL>	R1038 transcription
"882^"""	denden	R1038 transcription
882^CircleWithHorizontalBar	<IL>	R1038 transcription
882^^	rens	R1038 transcription
882^_	oo	R1038 transcription
882^o	von	R1038 transcription
883	govern	R1038 transcription
"883^"""	<IL>	R1038 transcription
883^CircleWithHorizontalBar	de Russische Armée	R1038 transcription
883^^	rug	R1038 transcription
883^_	van de	R1038 transcription
883^o	voor	R1038 transcription
884	<IL>	R1038 transcription
"884^"""	derde	R1038 transcription
884^CircleWithHorizontalBar	de Russise ?	R1038 transcription
884^^	rÿk	R1038 transcription
884^_	b	R1038 transcription
884^o	voorbeeld	R1038 transcription
885	<IL>	R1038 transcription
"885^"""	des	R1038 transcription
885^CircleWithHorizontalBar	de Russise Cavaerÿe	R1038 transcription
885^^	sa	R1038 transcription
885^_	e	R1038 transcription
885^o	voor eea?	R1038 transcription
886	grrot?	R1038 transcription
"886^"""	<IL>	R1038 transcription
886^CircleWithHorizontalBar	een Officier	R1038 transcription
886^^	s	R1038 transcription
886^_	h	R1038 transcription
886^o	<IL>	R1038 transcription
887	<IL>	R1038 transcription
"887^"""	<IL>	R1038 transcription
887^CircleWithHorizontalBar	een Compagnie	R1038 transcription
887^^	Sa Majeste D	R1038 transcription
887^_	l	R1038 transcription
887^o	voorleede	R1038 transcription
888	<IL>	R1038 transcription
"888^"""	<IL>	R1038 transcription
888^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
888^^	Sa Maj: Imperiale D	R1038 transcription
888^_	ook	R1038 transcription
888^o	vooroordeel	R1038 transcription
889	<IL>	R1038 transcription
"889^"""	<IL>	R1038 transcription
889^CircleWithHorizontalBar	de graaf Orloff	R1038 transcription
889^^	<IL>	R1038 transcription
889^_	van den	R1038 transcription
889^o	voorteen	R1038 transcription
890	<IL>	R1038 transcription
"890^"""	deze?	R1038 transcription
890^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
890^^	satisfa	R1038 transcription
890^_	membre	R1038 transcription
890^o	voorval	R1038 transcription
891	a	R1038 transcription
"891^"""	dezelem?	R1038 transcription
891^CircleWithHorizontalBar	het ?	R1038 transcription
891^^	<IL>	R1038 transcription
891^_	<IL>	R1038 transcription
891^o	voorzien	R1038 transcription
892	de	R1038 transcription
"892^"""	dien	R1038 transcription
892^CircleWithHorizontalBar	Provincie	R1038 transcription
892^^	<IL>	R1038 transcription
892^_	men	R1038 transcription
892^o	vorders	R1038 transcription
893	en	R1038 transcription
"893^"""	<IL>	R1038 transcription
893^CircleWithHorizontalBar	St Petersburg	R1038 transcription
893^^	schap	R1038 transcription
893^_	menig	R1038 transcription
893^o	die Vorst	R1038 transcription
894	i	R1038 transcription
"894^"""	differentie	R1038 transcription
894^CircleWithHorizontalBar	Nerva?	R1038 transcription
894^^	schin	R1038 transcription
894^_	mention D	R1038 transcription
894^o	vorstendom	R1038 transcription
895	o	R1038 transcription
"895^"""	digniteis	R1038 transcription
895^CircleWithHorizontalBar	Ukrainen	R1038 transcription
895^^	schem	R1038 transcription
895^_	merit	R1038 transcription
895^o	Votre Excellence D	R1038 transcription
896	t	R1038 transcription
"896^"""	dera	R1038 transcription
896^CircleWithHorizontalBar	<IL>	R1038 transcription
896^^	<IL>	R1038 transcription
896^_	met	R1038 transcription
896^o	vou	R1038 transcription
897	a	R1038 transcription
"897^"""	dis	R1038 transcription
897^CircleWithHorizontalBar	de Dnieper	R1038 transcription
897^^	<IL>	R1038 transcription
897^_	Meÿ	R1038 transcription
897^o	vous	R1038 transcription
898	de	R1038 transcription
"898^"""	dispotetis	R1038 transcription
898^CircleWithHorizontalBar	de Tartaren	R1038 transcription
898^^	se	R1038 transcription
898^_	mÿ	R1038 transcription
898^o	vrai	R1038 transcription
899	en	R1038 transcription
"899^"""	<IL>	R1038 transcription
899^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
899^^	<IL>	R1038 transcription
899^_	mÿn	R1038 transcription
899^o	vreede handeling	R1038 transcription
900	i	R1038 transcription
"900^"""	dit	R1038 transcription
900^CircleWithHorizontalBar	de Hertog van Biron	R1038 transcription
900^^	<IL>	R1038 transcription
900^_	mili	R1038 transcription
900^o	vreimd	R1038 transcription
901	o	R1038 transcription
"901^"""	dit son	R1038 transcription
901^CircleWithHorizontalBar	<IL>	R1038 transcription
901^^	<IL>	R1038 transcription
901^_	Minister von F	R1038 transcription
901^o	vri	R1038 transcription
902	te	R1038 transcription
"902^"""	doch	R1038 transcription
902^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
902^^	senaat	R1038 transcription
902^_	dit Ministerie F	R1038 transcription
902^o	vrÿdag	R1038 transcription
903	<IL>	R1038 transcription
"903^"""	<IL>	R1038 transcription
903^CircleWithHorizontalBar	Minister Plenipotentiare van dit Hof	R1038 transcription
903^^	separ	R1038 transcription
903^_	miseriabel	R1038 transcription
903^o	vroog	R1038 transcription
904	<IL>	R1038 transcription
"904^"""	<IL>	R1038 transcription
904^CircleWithHorizontalBar	de Baron Le Gross	R1038 transcription
904^^	senz?	R1038 transcription
904^_	mo	R1038 transcription
904^o	vu	R1038 transcription
905	<IL>	R1038 transcription
"905^"""	<IL>	R1038 transcription
905^CircleWithHorizontalBar	de Prins Repnia	R1038 transcription
905^^	ses	R1038 transcription
905^_	<IL>	R1038 transcription
905^o	Uldele	R1038 transcription
906	had	R1038 transcription
"906^"""	<IL>	R1038 transcription
906^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
906^^	<IL>	R1038 transcription
906^_	mog	R1038 transcription
906^o	<EMPTY>	R1038 transcription
907	hadde	R1038 transcription
"907^"""	dron?	R1038 transcription
907^CircleWithHorizontalBar	de Gr: Duben	R1038 transcription
907^^	le sicur?	R1038 transcription
907^_	<IL>	R1038 transcription
907^o	<IL>	R1038 transcription
908	han	R1038 transcription
"908^"""	<IL<IL>>	R1038 transcription
908^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
908^^	sÿstema	R1038 transcription
908^_	<EMMPTY>	R1038 transcription
908^o	<IL>	R1038 transcription
909	<IL>	R1038 transcription
"909^"""	<IL>	R1038 transcription
909^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
909^^	<IL>	R1038 transcription
909^_	mois	R1038 transcription
909^o	<IL>	R1038 transcription
910	haut?	R1038 transcription
"910^"""	<IL>	R1038 transcription
910^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
910^^	<IL>	R1038 transcription
910^_	mon	R1038 transcription
910^o	<IL>	R1038 transcription
911	heb	R1038 transcription
"911^"""	<IL>	R1038 transcription
911^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
911^^	som	R1038 transcription
911^_	Monsieur D	R1038 transcription
911^o	<IL>	R1038 transcription
912	<IL>	R1038 transcription
"912^"""	<IL>	R1038 transcription
912^CircleWithHorizontalBar	1761	R1038 transcription
912^^	<IL>	R1038 transcription
912^_	Monsieur de	R1038 transcription
912^o	<IL>	R1038 transcription
913	heden	R1038 transcription
"913^"""	<EMPTY>	R1038 transcription
913^CircleWithHorizontalBar	1766	R1038 transcription
913^^	<IL>	R1038 transcription
913^_	mot	R1038 transcription
913^o	<IL>	R1038 transcription
914	heeft	R1038 transcription
"914^"""	<IL>	R1038 transcription
914^CircleWithHorizontalBar	1771	R1038 transcription
914^^	-  - Sin Excellence D	R1038 transcription
914^_	munitie?	R1038 transcription
914^o	<IL>	R1038 transcription
915	heel?	R1038 transcription
"915^"""	<IL>	R1038 transcription
915^CircleWithHorizontalBar	1776	R1038 transcription
915^^	<EMPTY>	R1038 transcription
915^_	na	R1038 transcription
915^o	un	R1038 transcription
916	<IL>	R1038 transcription
"916^"""	<IL>	R1038 transcription
916^CircleWithHorizontalBar	February	R1038 transcription
916^^	sons	R1038 transcription
916^_	naar?	R1038 transcription
916^o	unanem	R1038 transcription
917	<IL>	R1038 transcription
"917^"""	<IL>	R1038 transcription
917^CircleWithHorizontalBar	Julÿ	R1038 transcription
917^^	<IL>	R1038 transcription
917^_	na by	R1038 transcription
917^o	une	R1038 transcription
